Loci	LG	bp
40262	LG11	5116348
40288	LG20	13319713
40288	LG20	12751899
40288	LG23	14022444
40288	LG15	12677372
40288	LG07	17856258
40288	LG07	18655127
40288	LG03	11990799
40335	LG09	2596506
40371	LG04	24289796
40453	Contig13134	268
40453	LG04	23032430
40474	LG12	4694990
40520	LG23	2131662
40526	LG09	25013311
40527	LG20	21118534
40599	LG08	21185794
40600	LG02	18874556
40600	Contig40731	567
40605	LG08	25587271
40701	LG01	838171
40744	LG06	10170084
40759	LG17	11716931
40764	LG01	14912446
40773	LG04	20506422
40790	LG05	2277212
40845	LG19	439
40891	LG06	21329979
40907	LG18	7979382
40908	LG04	14262169
40917	Contig67607	6780
40917	LG19	24050772
40921	LG07	2357544
41052	LG03	22854720
41073	LG07	24067897
41074	LG16	23030220
41075	LG15	5698625
41077	LG20	18978917
41137	LG09	14152611
41195	LG05	1350057
41258	LG12	3504348
41258	Contig11416	53014
41258	LG02	12314784
41258	Contig15206	2228
41329	LG23	677152
41383	LG24	5625028
41419	LG09	8213400
41471	LG09	20258342
41480	LG19	11480677
41489	LG14	1184459
41493	LG17	26825111
41518	LG17	9424451
41653	LG17	13138615
41733	LG07	22085795
41746	LG19	16488536
41847	LG15	2749883
41858	LG03	21429292
41866	LG11	2674037
41934	LG10	12323115
41939	LG20	11196383
41952	LG22	3851280
42024	LG16	21668311
42031	LG11	8295374
42140	LG05	18347647
42273	LG20	18624580
42296	LG15	6440615
42311	LG08	19003313
42340	LG12	21346024
42344	LG01	19006629
42364	LG22	1814884
42368	LG01	22276261
42376	LG06	23541557
42451	LG18	9075663
42453	LG19	24815557
42464	LG03	2753992
42573	LG16	21603319
42617	LG09	13143986
42620	LG02	9303901
42751	LG24	827049
42757	LG15	19224608
42767	LG13	20890242
42873	LG10	15128326
42879	LG10	5454499
42922	LG06	13244107
42950	LG14	4606548
43049	LG02	7792240
43058	LG12	6645756
43233	LG11	16177202
43247	LG02	18053535
43252	LG15	5483434
43294	LG14	2637078
43354	LG16	12252566
43391	LG01	19338454
43465	LG10	13640888
43507	LG07	1157694
43540	LG01	2068217
43677	LG03	15581536
43715	LG10	4180181
43718	LG07	12077759
43723	LG05	19912761
43917	LG10	10740134
44093	LG05	16716463
44104	LG24	3955783
44203	LG01	1491
44367	LG17	8398386
44522	LG17	25260909
44723	LG05	11724827
44735	LG03	20226762
44741	LG11	16843123
44836	LG03	2949756
44902	LG07	2650732
44963	LG19	2375270
45112	LG24	11326100
45180	LG14	21132678
45287	LG18	4991939
45480	LG14	15451307
45493	LG21	8594502
45669	LG06	10788001
45839	LG16	19029775
45886	LG05	20891094
46072	LG13	9858563
46219	LG11	5007901
46304	LG03	13897087
46322	LG15	6001776
46574	LG08	21334004
46579	LG16	13449263
47097	LG06	10025159
47141	LG22	2036051
47199	LG09	18071971
47588	LG09	3622374
47696	LG05	16234651
47910	LG13	23187466
47937	Contig11549	6270
47937	Contig11549	968
47937	Contig11548	100566
48106	LG08	17847853
48417	LG17	4563779
48484	LG05	494160
48506	LG04	12481816
48526	LG11	4392406
48601	LG10	5551697
48618	LG23	16919807
48621	LG11	8352116
48693	LG07	3674717
48763	LG03	7919643
48780	LG16	22376806
48792	LG07	21015814
48819	LG03	12160481
48820	LG05	903857
48849	LG01	5519021
48892	LG19	18747474
48982	LG01	20112981
49007	LG22	808619
49047	LG16	22732838
49096	LG07	14118209
49109	LG19	18406594
49155	LG19	20521723
49278	LG23	17206627
49283	LG17	18097141
49287	LG07	3350945
49329	LG17	17882840
49351	LG24	1667751
49362	LG03	17013646
49419	LG12	24842214
49419	Contig12766	1187
49424	LG08	13290050
49465	LG15	3804526
49512	LG06	8193601
49536	LG12	15051199
49570	LG13	16672769
49596	LG23	4295479
49623	LG12	5936745
49654	LG11	19284912
49679	LG23	4219068
49682	LG22	3550461
49708	LG01	1414461
49711	LG03	5527018
49776	LG17	20291952
49829	LG24	1340943
49833	LG09	13235587
49847	LG22	11713159
49858	LG19	7161259
49906	LG12	18721480
49909	LG11	17709006
49949	LG12	6836358
49986	LG01	22853683
50030	LG07	8229811
50073	LG04	1729825
50075	LG14	2649509
50090	LG09	21050790
50100	LG16	1547330
50157	LG02	8814488
50167	LG19	21518407
50173	LG08	17754847
50238	LG23	11408121
50248	LG12	22533393
50254	LG03	3927858
50272	LG03	9296254
50280	LG06	22469299
50295	LG19	25156706
50389	LG11	11201336
50408	LG10	18846546
50479	LG01	1197451
50494	LG21	695941
50509	LG18	4706730
50515	LG15	18716348
50660	Contig15272	87
50660	Contig11329	244
50660	Contig11329	3350
50729	LG19	14212316
50742	LG04	8882490
50762	LG20	7868764
50789	LG02	8426026
50801	LG14	8237549
50802	LG23	5574182
50838	LG18	13091864
50891	LG05	19882864
50893	LG10	21662301
50902	LG21	3719944
50984	LG05	1350135
51152	LG18	5596770
51178	LG11	2880974
51212	LG19	15357993
51229	LG04	1828268
51312	LG18	100179
51326	LG09	11554280
51374	LG09	18263997
51384	LG01	8044685
51417	LG11	9320018
51428	LG16	4897392
51450	LG03	15000340
51464	LG02	4054062
51590	LG14	4355657
51610	LG01	20986988
51644	LG23	79756
51650	LG22	5668437
51708	LG01	15305042
51794	LG03	14652042
51813	LG08	1596431
51844	LG22	7288230
51918	LG01	273260
51939	LG14	3119453
52066	LG11	20792794
52093	LG03	17013568
52094	LG12	4308992
52124	LG07	867011
52142	LG19	21448515
52142	LG19	21446438
52257	LG17	24473913
52315	LG15	12562153
52319	LG20	8762305
52329	LG05	15624731
52336	LG02	1147858
52380	LG20	5328847
52543	LG22	8095137
52589	LG07	9866198
52625	LG07	3784417
52670	LG09	18874643
52676	LG19	777728
52689	LG15	17587449
52695	LG18	17072229
52713	LG04	14376422
52728	LG02	1205600
52737	LG22	8100295
52740	LG07	15564073
52755	LG09	16067684
52770	LG13	24877881
52775	LG14	2514715
52825	LG13	13196049
52836	LG07	9641986
52836	LG07	9636917
52851	LG21	583633
52856	LG20	8599326
52870	LG03	22583989
52910	LG14	18870798
52946	LG10	18893916
52977	LG14	4504804
52998	LG03	16580437
53004	LG08	7820450
53048	LG19	2003147
53081	LG05	8950731
53136	LG14	1612736
53140	LG15	18840513
53158	LG17	24998214
53196	Contig166155	1169
53196	LG19	1294571
53208	LG17	27185766
53233	LG17	11337855
53247	LG19	22662319
53260	LG18	14642104
53275	LG10	2953522
53292	LG01	5283319
53307	LG14	4606626
53335	LG20	23127264
53343	LG23	4874454
53371	LG13	2579647
53372	LG12	9870865
53376	LG08	6944345
53409	LG09	4668
53459	LG09	19561788
53519	LG06	1947873
53534	LG16	13070621
53560	LG05	20734989
53568	LG04	22764479
53603	LG03	8217054
53603	Contig108	17842
53603	Contig73	139692
53603	Contig230	249
53603	LG06	3309468
53603	LG19	26011446
53603	Contig11316	47119
53603	Contig11416	142841
53603	Contig258	2758
53603	LG07	22462011
53603	Contig146	5840
53603	LG07	21849389
53603	LG03	308400
53603	Contig492737	168
53603	Contig54	312607
53603	LG17	28406690
53603	LG22	11135823
53603	LG04	454185
53603	Contig15427	917
53603	LG07	22788776
53603	Contig54	43984
53603	Contig55	84649
53603	Contig12342	3486
53603	LG10	21761589
53603	Contig12293	8719
53603	Contig341593	6163
53603	Contig11395	12429
53659	LG17	26432404
53746	LG05	12508851
53757	LG06	10644671
53812	LG07	5741102
53858	LG05	1618917
53862	LG19	615132
53870	LG21	18624352
53873	LG15	10632723
53880	LG05	18805820
53921	LG07	20248786
53958	LG05	18159416
54059	Contig386721	214
54127	LG02	28494318
54151	LG17	18262688
54189	LG11	14552626
54232	LG20	9033012
54279	LG08	26538257
54288	LG23	2898348
54314	LG06	17761874
54356	LG17	27615756
54382	LG20	18989502
54519	LG19	3915871
54604	LG23	2256293
54606	LG09	17736946
54671	LG17	13738535
54684	LG18	8781420
54765	LG13	26661238
54806	LG02	128209
54818	LG07	2928918
54821	LG06	7365381
54822	LG11	12993727
54823	LG23	15097286
54860	LG11	3292738
54890	LG11	1087499
54935	LG17	17001491
54983	LG22	7193651
55008	LG01	12954685
55039	LG17	3268010
55058	LG24	952679
55097	LG16	16600751
55150	LG14	21635010
55164	LG13	6451639
55180	LG10	18589882
55184	LG12	10075458
55197	LG01	1399057
55208	LG03	12945244
55245	LG19	10849434
55258	LG20	4040853
55270	LG06	3098776
55298	LG05	13934726
55305	LG14	16634348
55316	LG15	12260732
55362	LG20	5936009
55365	LG20	8777584
55371	LG05	18202695
55418	LG06	20242498
55428	LG10	12737652
55454	LG16	486130
55492	LG16	14934199
55570	LG01	4790518
55605	LG18	5727632
55609	LG23	3483953
55639	LG01	7054083
55739	LG12	14602779
55783	LG22	2768772
55790	LG12	4309070
55805	LG19	2173516
55835	LG15	2917222
55893	LG01	1235068
55896	LG17	24406381
55923	LG19	4082491
55990	LG09	223790
56042	LG16	20189429
56075	LG06	21192820
56101	LG01	12136838
56127	LG06	20405342
56184	LG14	5993520
56198	LG15	21131465
56213	LG11	13117837
56239	LG05	7569755
56244	LG23	10004809
56318	LG21	19580704
56389	LG18	14998665
56523	LG19	2999620
56524	LG07	16749310
56547	LG03	18089921
56641	LG08	20792797
56646	LG18	18326551
56647	LG10	12572699
56760	LG10	4090342
56836	LG18	17647012
56843	LG11	5079311
56915	LG11	4211677
56929	LG11	12196896
56934	LG22	12326442
56944	LG15	5042672
57005	LG04	18408298
57011	LG16	24265549
57025	LG16	24573508
57048	LG21	648633
57050	LG21	11751125
57066	LG05	20911830
57071	LG04	19368089
57086	LG17	435011
57129	LG22	13076842
57131	LG20	10995058
57138	Contig466915	1061
57138	LG01	138178
57138	LG01	127726
57138	LG01	132615
57138	LG01	116618
57138	LG01	134797
57138	LG01	123421
57138	LG01	124927
57138	LG01	111027
57138	LG01	113438
57138	LG01	120222
57146	LG08	20287018
57233	LG07	616639
57250	LG11	9302709
57266	LG18	16789890
57311	LG14	22211500
57317	LG22	4078854
57387	LG21	18022895
57403	LG11	8899783
57445	LG12	21758119
57446	LG12	15921965
57453	LG03	2728166
57478	LG16	23606536
57481	LG19	22133058
57486	LG07	5371521
57508	LG24	5444282
57529	LG01	4814630
57564	LG20	21983102
57583	LG17	22710476
57615	LG07	6206639
57628	LG15	65103
57629	LG02	26333478
57631	LG01	2159252
57669	LG10	18030867
57674	LG06	11592842
57699	LG07	17423449
57703	LG01	7110858
57704	LG05	20630180
57810	LG04	3895296
57829	LG23	17684476
57872	LG01	7934089
57962	LG22	1845850
57970	LG07	698688
58058	LG09	579770
58063	LG16	22242639
58065	LG04	13530975
58078	LG16	20679119
58083	LG10	16406421
58162	LG19	1419320
58180	LG02	28301830
58247	LG15	11437056
58270	LG04	16450199
58272	LG03	13420372
58335	LG17	18880657
58388	LG03	2071312
58466	LG09	13144064
58480	LG13	15239496
58516	LG09	5451013
58629	LG17	20642952
58658	LG10	20850897
58688	LG15	9131267
58722	LG15	9865519
58738	LG04	18889668
58753	LG16	21755154
58762	LG20	19779702
58778	LG03	12190646
58804	LG11	1582485
58859	LG01	1269951
58865	LG17	15284199
58879	Contig434012	1247
58879	LG02	30729151
58895	LG08	11393254
58995	LG02	30466168
59014	LG19	13761589
59020	LG11	4117054
59039	Contig495553	690
59039	LG02	30811929
59053	LG16	10270907
59074	LG17	10449148
59087	LG04	19061182
59094	LG21	4704105
59103	LG20	108040
59154	LG24	3704933
59170	LG24	8687924
59171	LG05	13215396
59182	LG23	12174123
59198	LG01	6102432
59207	LG18	7292847
59207	LG18	7293135
59208	LG10	14308786
59271	LG24	14321863
59282	LG04	5482133
59371	LG03	18568028
59379	LG06	20929030
59392	LG05	19755570
59404	LG20	15081711
59468	LG14	2535448
59472	LG17	1000710
59476	LG02	26269456
59520	LG04	2860966
59521	LG17	23791134
59533	LG24	4692045
59554	LG04	24668159
59587	LG21	80828
59593	LG10	15138608
59610	LG13	6231974
59636	LG01	8482668
59638	LG20	12793344
59658	LG08	24637102
59676	LG02	30038411
59678	LG05	4123413
59702	LG07	9112549
59824	LG06	2361353
59897	LG04	20159754
59988	LG06	6554377
60002	LG18	259701
60004	LG11	6374551
60043	LG02	24330499
60067	LG04	17157546
60090	LG10	20605333
60198	LG09	7908616
60219	LG04	11272171
60251	LG02	19966817
60279	LG02	30642686
60372	LG21	2965362
60394	LG01	25401283
60409	LG10	18467180
60432	LG17	26328187
60505	LG03	21338776
60528	LG05	69528
60530	LG05	5376420
60548	LG04	8527148
60582	LG08	21967235
60601	LG11	2750339
60603	LG24	11440245
60683	LG04	19243695
60709	LG18	5918248
60747	LG24	7057218
60797	LG15	11878928
60825	LG17	26594239
60831	LG16	19338577
60832	LG05	6628941
60882	LG15	9854774
60886	LG08	2022481
60887	LG23	12231807
60896	LG01	24653060
60921	LG12	19903528
60927	LG02	6236369
60959	LG16	9010822
60964	LG15	16976526
60968	LG03	2746628
60973	LG06	22265755
60984	LG01	9384869
60988	LG15	6025639
61026	LG14	5346338
61068	LG03	22704449
61069	LG21	3677641
61092	LG09	22530267
61179	LG13	26578697
61224	LG12	21068757
61230	LG19	11509098
61261	LG18	387159
61269	LG16	24661540
61271	LG11	885512
61271	LG11	887341
61287	LG23	5381319
61289	LG07	15200828
61361	LG18	12137956
61395	LG12	5325937
61396	LG07	12781363
61396	LG07	12785305
61398	LG12	17417190
61411	LG24	825526
61441	LG13	12534465
61458	LG14	22207896
61482	LG16	15757283
61503	LG03	17346470
61511	LG24	5317336
61608	LG03	18503328
61671	LG09	21670997
61689	LG19	3736910
61691	LG24	1952217
61692	LG13	22883928
61750	LG03	12042325
61774	LG19	11480755
61785	LG10	7322392
61831	LG11	2751973
61883	LG01	25230276
61941	LG21	5270368
61943	LG06	3268020
61959	LG16	16999020
61982	LG11	18313796
61990	LG13	16437581
61993	LG06	1445376
62029	LG17	23134563
62039	LG06	8168561
62085	LG07	3595842
62107	LG12	10168438
62108	LG07	842477
62133	LG05	12612129
62166	LG17	9307177
62206	LG24	13075939
62218	LG11	12003636
62229	LG02	18674102
62257	LG06	5037702
62348	LG07	3674639
62355	LG03	9240721
62360	LG08	10054563
62370	LG16	22657322
62377	LG07	6154459
62415	LG06	12293930
62448	LG05	4853006
62454	LG06	21880895
62471	LG16	23297441
62499	LG16	10846686
62527	LG01	10827640
62527	LG01	10832908
62567	Contig9895	3774
62567	LG07	2201150
62567	LG07	2207601
62570	LG18	1296057
62583	LG01	19643299
62584	LG12	6475192
62616	LG16	18747584
62639	LG14	15451229
62646	LG18	2880333
62663	LG05	11409467
62687	LG15	4994109
62699	LG09	20350799
62711	LG16	3029019
62743	LG13	25850943
62773	LG23	6881952
62780	Contig10780	271507
62803	LG16	21637083
62822	LG20	24909600
62868	LG07	3243746
62927	LG14	1243784
62939	LG10	13202178
63014	LG24	12626478
63030	LG19	11616580
63048	LG02	314176
63048	LG02	312127
63052	LG12	13347534
63074	LG12	22234848
63138	LG14	1744238
63145	LG19	9513694
63264	LG06	16456353
63326	LG05	16829527
63334	LG01	171839
63366	LG12	1460932
63410	LG21	17872840
63480	LG12	18465758
63490	LG13	12921733
63511	LG13	11450031
63545	LG11	17301446
63578	LG18	1537909
63589	LG08	4921842
63614	LG11	16153337
63622	Contig10882	124349
63622	Contig483531	3451
63622	LG08	20358633
63734	LG23	131071
63755	LG07	20342169
63764	LG09	9279606
63779	LG19	11871420
63814	LG08	5169141
63836	LG01	1022886
63870	LG16	23793260
63873	LG23	1883809
63935	LG14	22209079
63948	LG19	3579229
63968	LG17	8705845
63977	LG03	15760167
64016	LG17	5285936
64023	LG11	19776422
64073	LG16	21460275
64102	LG18	19430327
64112	LG17	12948615
64145	LG22	5043889
64160	LG03	22813493
64192	LG14	19519211
64195	LG08	24066852
64212	LG17	4539999
64244	LG10	20982335
64250	LG15	3048502
64290	LG17	26407297
64308	LG11	17151008
64313	LG18	14709465
64367	LG20	15572136
64410	LG16	23513202
64439	LG03	17235916
64465	LG03	15386520
64511	LG05	18949882
64533	LG12	24474734
64544	LG02	2571797
64614	LG10	21694417
64639	LG09	9847713
64639	Contig10140	380370
64685	LG05	20358521
64686	LG08	2356344
64755	LG03	16424109
64799	LG15	19466716
64822	LG19	26049431
64854	LG05	5052262
64877	LG19	16148994
65004	LG04	4885442
65032	LG17	28333016
65068	LG23	14776777
65072	LG17	16409838
65105	LG11	13701690
65109	LG10	6568734
65112	LG04	21252864
65117	LG15	11960236
65259	LG18	1347413
65305	LG06	23878789
65349	LG06	23042618
65382	LG02	13641339
65458	LG16	18353752
65490	LG24	5007607
65499	LG16	15284297
65510	LG16	10898552
65544	LG11	18813926
65565	LG24	13201266
65602	LG05	11559990
65615	LG04	24266396
