Loci	LG	bp
42857	LG17	24449948
42873	LG10	15128326
42878	LG18	1431855
42879	LG10	5454499
42964	LG04	20342642
43012	LG10	4389527
43056	LG03	4913571
43117	LG03	15595711
43167	Contig1157	1491
43167	Contig97	16750
43240	LG06	17505555
43279	LG02	4412295
43289	LG21	2563502
43294	LG14	2637078
43306	LG14	5433475
43391	LG01	19338454
43507	LG07	1157694
43562	LG07	7000577
43585	LG17	4668504
43595	LG04	21915914
43664	LG24	3804494
43718	LG07	12077759
43784	LG17	14804856
43798	LG22	2036129
43877	LG18	5074852
43884	LG10	20881037
44096	LG14	15931211
44109	LG20	8175795
44159	LG14	17683460
44181	Contig11364	83306
44329	LG14	3561124
44348	LG13	994134
44386	LG22	7288152
44434	LG17	20169218
44522	LG17	25260909
44651	LG12	23278486
44652	LG17	2199307
44718	LG03	16342798
44727	LG16	845301
44918	LG17	16688144
44936	LG19	10653545
44984	LG24	97056
45103	LG23	5134275
45170	LG15	21251793
45180	LG14	21132678
45387	LG09	6545000
45415	LG13	1658486
45491	LG10	24901
45493	LG21	8594502
45512	LG24	518550
45571	LG09	3393380
45574	LG19	14994366
45839	LG16	19029775
45840	LG03	21439590
46014	LG14	760070
46072	LG13	9858563
46185	LG10	21595697
46197	LG14	7280203
46220	LG07	14582148
46272	LG02	15527625
46304	LG03	13897087
46322	LG15	6001776
46370	LG10	16437872
46416	LG16	21544755
46426	LG07	7699378
46493	LG02	326269
46525	LG09	10562964
46577	LG11	3296755
46591	Contig12282	10233
46675	LG16	8677539
46699	LG21	5174945
46711	LG23	11871620
46897	LG20	20742127
46908	LG20	20535696
46993	LG04	19123111
46999	LG14	10744715
47003	LG09	2456960
47125	LG17	5702648
47142	LG04	24451285
47305	LG10	1975453
47322	LG06	10441949
47365	LG19	3951179
47414	LG18	16033828
47477	LG02	4588393
47500	LG20	15272183
47532	LG11	1805807
47588	LG09	3622374
47636	LG07	22252015
47696	LG05	16234651
47709	LG18	4247884
47761	LG21	11102426
47795	LG17	3475333
47800	LG01	3815881
47910	LG13	23187466
48044	LG17	26039904
48073	LG05	8581343
48074	LG01	1352467
48114	LG18	1192911
48153	LG08	12901117
48179	LG14	18383715
48186	LG02	26623254
48249	LG16	9127459
48330	LG17	12182967
48353	LG09	21882424
48409	LG23	1024929
48443	LG17	3115287
48445	LG12	7171806
48469	LG08	13906241
48490	LG01	1289325
48583	LG07	4618306
48601	LG10	5551697
48702	LG16	21335834
48727	LG17	5802464
48746	LG06	7042402
48770	LG03	9427189
48780	LG16	22376806
48819	LG03	12160481
48849	LG01	5519021
48892	LG19	18747474
48899	LG20	5039707
48940	LG13	11188195
49007	LG22	808619
49045	LG11	7989646
49047	LG16	22732838
49096	LG07	14118209
49106	LG04	15953469
49154	LG02	22377885
49187	LG08	17225531
49265	LG15	4029125
49266	LG19	12326134
49272	LG04	14760170
49536	LG12	15051199
49540	LG10	18820801
49546	LG23	8655310
49570	LG13	16672769
49596	LG23	4295479
49610	LG08	24790342
49622	LG09	20650549
49635	LG10	18065530
49711	LG03	5527018
49741	LG05	8442900
49776	LG17	20291952
49784	LG11	14812762
49889	LG11	10247162
49942	LG08	24066774
49955	LG10	21638731
49960	LG14	13144076
49998	LG18	5448599
50001	LG16	16606773
50030	LG07	8229811
50090	LG09	21050790
50122	LG07	8046409
50178	LG20	22269898
50203	LG06	18807736
50280	LG06	22469299
50296	LG21	17092174
50379	LG12	24191160
50389	LG11	11201336
50480	LG20	20090984
50509	LG18	4706730
50515	LG15	18716348
50576	LG19	23064887
50602	LG23	9191774
50614	LG20	17015429
50683	LG17	25869576
50711	LG09	14318503
50762	LG20	7868764
50786	LG14	6838700
50801	LG14	8237549
50802	LG23	5574182
50838	LG18	13091864
50893	LG10	21662301
50902	LG21	3719944
50957	LG10	494130
50972	LG16	23869245
51002	LG07	5541157
51064	LG02	29633272
51152	LG18	5596770
51164	LG01	6608882
51178	LG11	2880974
51180	LG03	3034776
51180	LG03	3036883
51317	LG08	2665487
51326	LG09	11554280
51379	LG03	3445292
51384	LG01	8044685
51391	LG20	5601688
51410	Contig11316	55039
51410	Contig72	96708
51500	LG02	26960707
51524	LG19	9537367
51539	LG07	23911985
51561	LG04	23479677
51590	LG14	4355657
51650	LG22	5668437
51794	LG03	14652042
51802	LG24	6171764
51803	LG12	38956
51840	LG21	18032653
51878	LG06	16424641
51939	LG14	3119453
51980	LG10	18019144
52050	LG11	5766188
52074	LG02	1641224
52076	LG05	2173706
52191	LG19	7824777
52205	LG03	20508964
52212	LG02	19366089
52234	LG07	7884355
52260	LG17	6538805
52304	LG02	31085520
52323	LG07	8021263
52325	LG03	583986
52325	Contig161234	303
52369	LG06	8833448
52380	LG20	5328847
52408	LG06	6321652
52424	LG21	2453737
52445	LG01	479577
52450	LG01	1355617
52479	LG09	21193090
52503	LG21	1595896
52540	LG14	9090599
52543	LG22	8095137
52565	LG08	6121519
52574	LG01	3064280
52625	LG07	3784417
52689	LG15	17587449
52713	LG04	14376422
52728	LG02	1205600
52740	LG07	15564073
52775	LG14	2514715
52836	LG07	9641986
52836	LG07	9636917
52852	LG04	8454902
52858	LG19	11760315
52891	LG09	4172709
52925	LG20	7137608
52944	LG03	18158313
53000	LG01	1289541
53013	LG20	14736963
53048	LG19	2003147
53139	LG23	1562884
53140	LG15	18840513
53196	Contig166155	1169
53196	LG19	1294571
53208	LG17	27185766
53247	LG19	22662319
53257	LG20	21138518
53260	LG18	14642104
53275	LG10	2953522
53288	LG09	19216804
53318	LG14	3886944
53330	LG16	153731
53372	LG12	9870865
53411	LG12	10723782
53459	LG09	19561788
53534	LG16	13070621
53546	LG13	19914593
53596	LG12	5511204
53672	LG03	5056401
53696	LG12	7504414
53730	LG06	12343561
53770	LG09	14703456
53814	LG11	16264898
53838	LG14	16412719
53921	LG07	20248786
54006	LG04	23549781
54059	Contig386721	214
54111	LG16	23747123
54151	LG17	18262688
54189	LG11	14552626
54304	LG03	20554256
54356	LG17	27615756
54382	LG20	18989502
54389	LG05	16867049
54418	LG24	156245
54518	LG19	4535712
54614	LG21	10751752
54656	LG03	5416520
54701	LG17	13684094
54716	LG22	8184958
54772	LG13	5742230
54793	LG08	25414955
54821	LG06	7365381
54823	LG23	15097286
54877	LG05	531117
54879	LG07	11819267
54963	LG02	29074223
54983	LG22	7193651
55035	LG02	19584498
55097	LG16	16600751
55123	LG11	1636965
55164	LG13	6451639
55180	LG10	18589882
55199	LG12	23358640
55206	LG12	1308257
55248	LG02	1309874
55277	LG15	3987440
55303	LG05	17048279
55344	LG17	5010764
55371	LG05	18202695
55428	LG10	12737652
55492	LG16	14934199
55524	LG06	9241797
55570	LG01	4790518
55625	LG06	10634302
55659	LG23	8970091
55783	LG22	2768772
55789	Contig12861	370
55789	Contig11593	62398
55789	Contig11593	67471
55789	Contig11593	56351
55881	LG03	4644341
55910	LG21	17111176
55914	LG10	20717379
55962	LG09	11669354
55990	LG09	223790
56042	LG16	20189429
56081	LG03	13070050
56198	LG15	21131465
56239	LG05	7569755
56244	LG23	10004809
56330	LG07	14361668
56336	LG07	4140737
56350	LG07	18925767
56389	LG18	14998665
56407	LG08	5006417
56426	LG04	24012345
56493	LG12	14474678
56494	LG02	21769804
56523	LG19	2999620
56524	LG07	16749310
56526	LG22	4179607
56547	LG03	18089921
56559	LG19	26241490
56609	LG21	11468396
56611	LG19	3775045
56611	Contig168760	513
56649	LG19	1906240
56663	LG02	4671352
56675	LG11	2891154
56721	LG24	13755864
56760	LG10	4090342
56974	LG09	12854732
57011	LG16	24265549
57025	LG16	24573508
57050	LG21	11751125
57071	LG04	19368089
57086	LG17	435011
57108	LG23	14650663
57108	LG05	10181303
57108	LG17	26540606
57108	LG17	24861612
57108	LG19	25681954
57108	LG11	14628911
57108	LG13	10169690
57108	LG17	15350973
57108	LG14	4481185
57108	Contig202100	950
57108	Contig10609	121350
57108	LG10	4857142
57108	LG08	21360503
57108	LG22	12263777
57108	LG02	21828243
57108	LG09	21698716
57108	LG15	12631151
57108	LG04	7238370
57108	LG03	21954504
57108	LG11	20274296
57108	LG21	17278450
57108	LG02	1801540
57108	LG01	4989653
57250	LG11	9302709
57258	LG02	29368988
57280	LG02	20556509
57287	LG12	856190
57288	LG12	6019034
57317	LG22	4078854
57357	LG12	4426356
57387	LG21	18022895
57403	LG11	8899783
57430	LG04	24750693
57471	LG02	2966793
57517	LG01	16797609
57529	LG01	4814630
57583	LG17	22710476
57596	LG23	2968762
57626	LG17	16140020
57631	LG01	2159252
57667	LG24	1730073
57693	LG08	17111336
57703	LG01	7110858
57706	LG03	5411304
57755	LG11	1009330
57767	LG10	14053346
57821	LG01	3667652
57822	LG08	18738630
57862	LG11	11431141
57891	LG08	10588684
57905	LG21	13182086
58014	LG05	4899433
58031	LG11	9886159
58052	LG03	18503250
58058	LG09	579770
58065	LG04	13530975
58083	LG10	16406421
58085	LG12	22031872
58194	LG05	12051532
58270	LG04	16450199
58272	LG03	13420372
58331	LG14	10595639
58401	LG19	4535640
58466	LG09	13144064
58530	LG18	14758185
58572	LG03	22813415
58629	LG17	20642952
58637	LG17	24406459
58658	LG10	20850897
58672	LG06	21135703
58738	LG04	18889668
58769	LG11	10222737
58777	LG21	10488868
58778	LG03	12190646
58859	LG01	1269951
58879	Contig434012	1247
58879	LG02	30729151
58886	LG18	1775723
58890	LG12	9150274
58910	LG13	1689034
58915	LG06	13898538
59014	LG19	13761589
59020	LG11	4117054
59031	LG07	337360
59053	LG16	10270907
59087	LG04	19061182
59119	LG12	8673573
59145	LG23	17457691
59184	LG03	10353892
59208	LG10	14308786
59221	LG02	30021325
59249	LG04	22758113
59270	LG20	434207
59271	LG24	14321863
59378	LG19	3596476
59448	LG02	31472142
59457	LG19	23681941
59472	LG17	1000710
59498	LG11	18625689
59535	LG21	12634779
59610	LG13	6231974
59625	LG15	3577085
59670	LG03	13799215
59676	LG02	30038411
59678	LG05	4123413
59827	LG12	10384040
59862	LG11	5852008
59895	LG21	8586462
59915	LG10	16539450
59941	LG16	8884564
60004	LG11	6374551
60067	LG04	17157546
60179	LG21	10892899
60409	LG10	18467180
60465	LG21	3582109
60603	LG24	11440245
60609	LG05	10442282
60690	LG14	5952
60709	LG18	5918248
60798	LG12	19475231
60820	LG24	5271160
60825	LG17	26594239
60882	LG15	9854774
60921	LG12	19903528
60942	LG10	14048230
60959	LG16	9010822
61099	LG12	21457198
61104	LG11	8971804
61134	LG16	24609021
61209	LG24	242692
61224	LG12	21068757
61228	LG03	7659461
61230	LG19	11509098
61289	LG07	15200828
61323	LG16	5029388
61396	LG07	12781363
61396	LG07	12785305
61438	LG20	4497975
61451	LG21	14289887
61482	LG16	15757283
61608	LG03	18503328
61657	LG13	23610870
61683	LG07	11513928
61689	LG19	3736910
61692	LG13	22883928
61730	LG12	22676061
61736	LG14	18140852
61748	LG09	26765761
61753	LG20	967434
61754	LG16	23191896
61762	LG09	27124537
61774	LG19	11480755
61802	LG06	1504766
61827	LG16	14600756
61882	LG12	18379474
61885	LG20	15022333
61932	LG22	2623318
62010	LG16	9921199
62088	LG20	4610207
62092	LG04	15986108
62133	LG05	12612129
62229	LG02	18674102
62257	LG06	5037702
62280	LG09	22381075
62336	LG05	19765067
62343	Contig15375	2342
62377	LG07	6154459
62390	LG12	21874716
62398	LG18	680
62415	LG06	12293930
62448	LG05	4853006
62527	LG01	10827640
62527	LG01	10832908
62535	LG08	16925483
62577	LG19	7107893
62615	LG17	21064606
62646	LG18	2880333
62663	LG05	11409467
62676	LG16	18272664
62687	LG15	4994109
62694	LG24	5157453
62803	LG16	21637083
62824	LG08	3733111
62922	LG21	2087800
62938	LG09	6544922
62954	LG01	758803
62970	LG17	18317247
63140	LG18	12158401
63145	LG19	9513694
63251	LG20	21848643
63255	LG23	14492452
63284	LG06	11787948
63285	LG05	17258889
63326	LG05	16829527
63332	LG23	1900276
63345	LG01	24877766
63345	LG01	24875369
63345	LG06	2622349
63366	LG12	1460932
63379	LG10	17551315
63398	LG04	20349345
63435	LG06	18411779
63480	LG12	18465758
63496	LG02	24984412
63610	LG19	956673
63614	LG11	16153337
63630	LG07	4306429
63652	LG05	5441748
63670	LG17	15413076
63677	LG14	4349965
63771	LG10	5405071
63779	LG19	11871420
63831	LG09	1409504
63870	LG16	23793260
63901	LG01	5068232
63932	LG02	25081396
63948	LG19	3579229
63968	LG17	8705845
63981	LG06	17313202
64026	LG10	15029394
64059	LG12	21996293
64078	LG24	6952574
64102	LG18	19430327
64122	LG10	17617532
64160	LG03	22813493
64192	LG14	19519211
64214	LG04	19722453
64221	LG10	21439655
64313	LG18	14709465
64384	LG10	20605411
64419	LG11	5273176
64459	LG11	2392258
64470	LG02	31575200
64599	LG12	13045011
64621	LG23	14875423
64730	LG16	20261350
64776	LG11	14812684
64822	LG19	26049431
64847	LG21	9268691
64854	LG05	5052262
64934	LG23	97734
64995	LG16	10592095
65063	LG21	3563001
65068	LG23	14776777
65112	LG04	21252864
65165	LG20	16467700
65218	LG09	20920602
65259	LG18	1347413
65261	LG07	7359001
65349	LG06	23042618
65376	LG12	16274524
65382	LG02	13641339
65437	LG19	26230278
65454	LG24	9572035
65458	LG16	18353752
65499	LG16	15284297
65506	LG10	9029324
65510	LG16	10898552
65531	LG01	24552316
